3,S,1,q1,0
3,S,1,q2,0
3,S,1,q3,0
3,S,1,q4,0
3,S,1,q4_loc,0
3,S,1,q5,3
3,S,1,q6,0
3,S,1,q7,0
3,S,1,q8,6
3,S,1,q9,3
3,S,1,pq_1,2
3,S,1,pq_2,1
3,S,1,hand,0.5
3,A,2,q1,0
3,A,2,q2,0
3,A,2,q3,0
3,A,2,q4,0
3,A,2,q4_loc,0
3,A,2,q5,0
3,A,2,q6,0
3,A,2,q7,0
3,A,2,q8,0
3,A,2,q9,0
3,A,2,pq_1,2
3,A,2,pq_2,1
3,A,2,hand,0.5
4,S,2,q1,0
4,S,2,q2,0
4,S,2,q3,0
4,S,2,q4,0
4,S,2,q4_loc,0
4,S,2,q5,3
4,S,2,q6,0
4,S,2,q7,0
4,S,2,q8,0
4,S,2,q9,0
4,S,2,pq_1,1
4,S,2,pq_2,2
4,S,2,hand,1
4,A,1,q1,0
4,A,1,q2,0
4,A,1,q3,0
4,A,1,q4,0
4,A,1,q4_loc,0
4,A,1,q5,2
4,A,1,q6,0
4,A,1,q7,0
4,A,1,q8,0
4,A,1,q9,0
4,A,1,pq_1,1
4,A,1,pq_2,2
4,A,1,hand,1
5,A,2,q1,0
5,A,2,q2,0
5,A,2,q3,0
5,A,2,q4,0
5,A,2,q4_loc,0
5,A,2,q5,0
5,A,2,q6,0
5,A,2,q7,0
5,A,2,q8,0
5,A,2,q9,0
5,A,2,pq_1,2
5,A,2,pq_2,1
5,A,2,hand,1
5,S,1,q1,0
5,S,1,q2,0
5,S,1,q3,0
5,S,1,q4,0
5,S,1,q4_loc,0
5,S,1,q5,2
5,S,1,q6,0
5,S,1,q7,0
5,S,1,q8,0
5,S,1,q9,0
5,S,1,pq_1,2
5,S,1,pq_2,1
5,S,1,hand,1
6,A,1,q1,0
6,A,1,q2,0
6,A,1,q3,0
6,A,1,q4,0
6,A,1,q4_loc,0
6,A,1,q5,3
6,A,1,q6,0
6,A,1,q7,0
6,A,1,q8,0
6,A,1,q9,0
6,A,1,pq_1,1
6,A,1,pq_2,0
6,A,1,hand,0.333
6,S,2,q1,0
6,S,2,q2,1
6,S,2,q3,0
6,S,2,q4,0
6,S,2,q4_loc,0
6,S,2,q5,3
6,S,2,q6,0
6,S,2,q7,0
6,S,2,q8,0
6,S,2,q9,0
6,S,2,pq_1,1
6,S,2,pq_2,0
6,S,2,hand,0.333
7,A,2,q1,3
7,A,2,q2,5
7,A,2,q3,2
7,A,2,q4,2
7,A,2,q4_loc,3
7,A,2,q5,4
7,A,2,q6,2
7,A,2,q7,3
7,A,2,q8,3
7,A,2,q9,2
7,A,2,pq_1,5
7,A,2,pq_2,5
7,A,2,hand,0.167
7,S,1,q1,2
7,S,1,q2,4
7,S,1,q3,3
7,S,1,q4,1
7,S,1,q4_loc,1
7,S,1,q5,3
7,S,1,q6,1
7,S,1,q7,1
7,S,1,q8,3
7,S,1,q9,3
7,S,1,pq_1,5
7,S,1,pq_2,5
7,S,1,hand,0.167
8,A,1,q1,2
8,A,1,q2,4
8,A,1,q3,0
8,A,1,q4,3
8,A,1,q4_loc,2
8,A,1,q5,3
8,A,1,q6,5
8,A,1,q7,0
8,A,1,q8,0
8,A,1,q9,1
8,A,1,pq_1,3
8,A,1,pq_2,1
8,A,1,hand,0.667
8,S,2,q1,4
8,S,2,q2,2
8,S,2,q3,0
8,S,2,q4,2
8,S,2,q4_loc,4
8,S,2,q5,2
8,S,2,q6,1
8,S,2,q7,0
8,S,2,q8,0
8,S,2,q9,0
8,S,2,pq_1,3
8,S,2,pq_2,1
8,S,2,hand,0.667
9,S,1,q1,5
9,S,1,q2,3
9,S,1,q3,0
9,S,1,q4,5
9,S,1,q4_loc,3
9,S,1,q5,4
9,S,1,q6,0
9,S,1,q7,4
9,S,1,q8,4
9,S,1,q9,3
9,S,1,pq_1,4
9,S,1,pq_2,6
9,S,1,hand,0.667
9,A,2,q1,6
9,A,2,q2,5
9,A,2,q3,0
9,A,2,q4,3
9,A,2,q4_loc,3
9,A,2,q5,3
9,A,2,q6,1
9,A,2,q7,3
9,A,2,q8,6
9,A,2,q9,0
9,A,2,pq_1,4
9,A,2,pq_2,6
9,A,2,hand,0.667
10,A,1,q1,0
10,A,1,q2,4
10,A,1,q3,0
10,A,1,q4,6
10,A,1,q4_loc,1
10,A,1,q5,6
10,A,1,q6,0
10,A,1,q7,6
10,A,1,q8,0
10,A,1,q9,0
10,A,1,pq_1,2
10,A,1,pq_2,1
10,A,1,hand,1
10,S,2,q1,0
10,S,2,q2,0
10,S,2,q3,0
10,S,2,q4,0
10,S,2,q4_loc,0
10,S,2,q5,0
10,S,2,q6,0
10,S,2,q7,0
10,S,2,q8,0
10,S,2,q9,0
10,S,2,pq_1,2
10,S,2,pq_2,1
10,S,2,hand,1
11,S,1,q1,4
11,S,1,q2,4
11,S,1,q3,0
11,S,1,q4,0
11,S,1,q4_loc,0
11,S,1,q5,4
11,S,1,q6,0
11,S,1,q7,0
11,S,1,q8,2
11,S,1,q9,0
11,S,1,pq_1,5
11,S,1,pq_2,9
11,S,1,hand,0.667
11,A,2,q1,5
11,A,2,q2,1
11,A,2,q3,0
11,A,2,q4,0
11,A,2,q4_loc,0
11,A,2,q5,2
11,A,2,q6,0
11,A,2,q7,0
11,A,2,q8,2
11,A,2,q9,0
11,A,2,pq_1,5
11,A,2,pq_2,9
11,A,2,hand,0.667
12,A,1,q1,2
12,A,1,q2,5
12,A,1,q3,0
12,A,1,q4,2
12,A,1,q4_loc,4
12,A,1,q5,4
12,A,1,q6,3
12,A,1,q7,2
12,A,1,q8,1
12,A,1,q9,0
12,A,1,pq_1,2
12,A,1,pq_2,2
12,A,1,hand,0.917
12,S,2,q1,1
12,S,2,q2,3
12,S,2,q3,0
12,S,2,q4,1
12,S,2,q4_loc,4
12,S,2,q5,2
12,S,2,q6,0
12,S,2,q7,1
12,S,2,q8,0
12,S,2,q9,0
12,S,2,pq_1,2
12,S,2,pq_2,2
12,S,2,hand,0.917
13,S,1,q1,5
13,S,1,q2,2
13,S,1,q3,0
13,S,1,q4,1
13,S,1,q4_loc,4
13,S,1,q5,4
13,S,1,q6,1
13,S,1,q7,2
13,S,1,q8,2
13,S,1,q9,2
13,S,1,pq_1,3
13,S,1,pq_2,4
13,S,1,hand,0.667
13,A,2,q1,4
13,A,2,q2,0
13,A,2,q3,0
13,A,2,q4,0
13,A,2,q4_loc,0
13,A,2,q5,5
13,A,2,q6,0
13,A,2,q7,0
13,A,2,q8,0
13,A,2,q9,0
13,A,2,pq_1,3
13,A,2,pq_2,4
13,A,2,hand,0.667
14,A,1,q1,1
14,A,1,q2,5
14,A,1,q3,1
14,A,1,q4,4
14,A,1,q4_loc,4
14,A,1,q5,3
14,A,1,q6,1
14,A,1,q7,0
14,A,1,q8,0
14,A,1,q9,5
14,A,1,pq_1,3
14,A,1,pq_2,5
14,A,1,hand,0.667
14,S,2,q1,5
14,S,2,q2,1
14,S,2,q3,0
14,S,2,q4,2
14,S,2,q4_loc,4
14,S,2,q5,3
14,S,2,q6,0
14,S,2,q7,0
14,S,2,q8,0
14,S,2,q9,0
14,S,2,pq_1,3
14,S,2,pq_2,5
14,S,2,hand,0.667
15,S,1,q1,3
15,S,1,q2,5
15,S,1,q3,0
15,S,1,q4,1
15,S,1,q4_loc,3
15,S,1,q5,4
15,S,1,q6,0
15,S,1,q7,0
15,S,1,q8,5
15,S,1,q9,2
15,S,1,pq_1,2
15,S,1,pq_2,1
15,S,1,hand,0.417
15,A,2,q1,6
15,A,2,q2,0
15,A,2,q3,0
15,A,2,q4,0
15,A,2,q4_loc,0
15,A,2,q5,1
15,A,2,q6,0
15,A,2,q7,0
15,A,2,q8,3
15,A,2,q9,1
15,A,2,pq_1,2
15,A,2,pq_2,1
15,A,2,hand,0.417
16,A,1,q1,0
16,A,1,q2,6
16,A,1,q3,2
16,A,1,q4,5
16,A,1,q4_loc,2
16,A,1,q5,5
16,A,1,q6,5
16,A,1,q7,5
16,A,1,q8,6
16,A,1,q9,2
16,A,1,pq_1,5
16,A,1,pq_2,8
16,A,1,hand,0.75
16,S,2,q1,3
16,S,2,q2,5
16,S,2,q3,2
16,S,2,q4,5
16,S,2,q4_loc,4
16,S,2,q5,1
16,S,2,q6,5
16,S,2,q7,5
16,S,2,q8,6
16,S,2,q9,0
16,S,2,pq_1,5
16,S,2,pq_2,8
16,S,2,hand,0.75
17,S,1,q1,5
17,S,1,q2,1
17,S,1,q3,0
17,S,1,q4,0
17,S,1,q4_loc,0
17,S,1,q5,2
17,S,1,q6,1
17,S,1,q7,0
17,S,1,q8,5
17,S,1,q9,0
17,S,1,pq_1,3
17,S,1,pq_2,4
17,S,1,hand,0.667
17,A,2,q1,0
17,A,2,q2,6
17,A,2,q3,0
17,A,2,q4,1
17,A,2,q4_loc,2
17,A,2,q5,0
17,A,2,q6,0
17,A,2,q7,5
17,A,2,q8,4
17,A,2,q9,0
17,A,2,pq_1,3
17,A,2,pq_2,4
17,A,2,hand,0.667
18,A,1,q1,0
18,A,1,q2,4
18,A,1,q3,0
18,A,1,q4,0
18,A,1,q4_loc,0
18,A,1,q5,0
18,A,1,q6,0
18,A,1,q7,0
18,A,1,q8,6
18,A,1,q9,0
18,A,1,pq_1,2
18,A,1,pq_2,2
18,A,1,hand,1
18,S,2,q1,0
18,S,2,q2,5
18,S,2,q3,0
18,S,2,q4,0
18,S,2,q4_loc,0
18,S,2,q5,2
18,S,2,q6,0
18,S,2,q7,0
18,S,2,q8,6
18,S,2,q9,0
18,S,2,pq_1,2
18,S,2,pq_2,2
18,S,2,hand,1
19,S,1,q1,2
19,S,1,q2,5
19,S,1,q3,1
19,S,1,q4,5
19,S,1,q4_loc,2
19,S,1,q5,3
19,S,1,q6,3
19,S,1,q7,2
19,S,1,q8,1
19,S,1,q9,0
19,S,1,pq_1,4
19,S,1,pq_2,7
19,S,1,hand,0.917
19,A,2,q1,2
19,A,2,q2,5
19,A,2,q3,2
19,A,2,q4,4
19,A,2,q4_loc,2
19,A,2,q5,3
19,A,2,q6,2
19,A,2,q7,3
19,A,2,q8,1
19,A,2,q9,0
19,A,2,pq_1,4
19,A,2,pq_2,7
19,A,2,hand,0.917
20,A,1,q1,1
20,A,1,q2,3
20,A,1,q3,0
20,A,1,q4,2
20,A,1,q4_loc,2
20,A,1,q5,3
20,A,1,q6,2
20,A,1,q7,2
20,A,1,q8,1
20,A,1,q9,2
20,A,1,pq_1,0
20,A,1,pq_2,0
20,A,1,hand,1
20,S,2,q1,0
20,S,2,q2,2
20,S,2,q3,0
20,S,2,q4,1
20,S,2,q4_loc,2
20,S,2,q5,1
20,S,2,q6,0
20,S,2,q7,2
20,S,2,q8,1
20,S,2,q9,0
20,S,2,pq_1,0
20,S,2,pq_2,0
20,S,2,hand,1
21,S,1,q1,6
21,S,1,q2,0
21,S,1,q3,0
21,S,1,q4,0
21,S,1,q4_loc,0
21,S,1,q5,1
21,S,1,q6,0
21,S,1,q7,0
21,S,1,q8,1
21,S,1,q9,0
21,S,1,pq_1,3
21,S,1,pq_2,2
21,S,1,hand,0.583
21,A,2,q1,6
21,A,2,q2,0
21,A,2,q3,0
21,A,2,q4,0
21,A,2,q4_loc,0
21,A,2,q5,0
21,A,2,q6,0
21,A,2,q7,0
21,A,2,q8,0
21,A,2,q9,0
21,A,2,pq_1,3
21,A,2,pq_2,2
21,A,2,hand,0.583
22,A,1,q1,0
22,A,1,q2,0
22,A,1,q3,0
22,A,1,q4,4
22,A,1,q4_loc,1
22,A,1,q5,4
22,A,1,q6,0
22,A,1,q7,3
22,A,1,q8,0
22,A,1,q9,0
22,A,1,pq_1,3
22,A,1,pq_2,4
22,A,1,hand,0.833
22,S,2,q1,6
22,S,2,q2,0
22,S,2,q3,0
22,S,2,q4,0
22,S,2,q4_loc,0
22,S,2,q5,0
22,S,2,q6,0
22,S,2,q7,0
22,S,2,q8,0
22,S,2,q9,0
22,S,2,pq_1,3
22,S,2,pq_2,4
22,S,2,hand,0.833
23,S,1,q1,2
23,S,1,q2,4
23,S,1,q3,0
23,S,1,q4,4
23,S,1,q4_loc,2
23,S,1,q5,6
23,S,1,q6,0
23,S,1,q7,2
23,S,1,q8,4
23,S,1,q9,2
23,S,1,pq_1,9
23,S,1,pq_2,14
23,S,1,hand,0.75
23,A,2,q1,0
23,A,2,q2,5
23,A,2,q3,0
23,A,2,q4,3
23,A,2,q4_loc,3
23,A,2,q5,1
23,A,2,q6,2
23,A,2,q7,4
23,A,2,q8,5
23,A,2,q9,2
23,A,2,pq_1,9
23,A,2,pq_2,14
23,A,2,hand,0.75
24,A,1,q1,0
24,A,1,q2,5
24,A,1,q3,0
24,A,1,q4,4
24,A,1,q4_loc,2
24,A,1,q5,1
24,A,1,q6,0
24,A,1,q7,4
24,A,1,q8,3
24,A,1,q9,3
24,A,1,pq_1,6
24,A,1,pq_2,4
24,A,1,hand,0.833
24,S,2,q1,1
24,S,2,q2,3
24,S,2,q3,0
24,S,2,q4,3
24,S,2,q4_loc,2
24,S,2,q5,3
24,S,2,q6,1
24,S,2,q7,2
24,S,2,q8,0
24,S,2,q9,0
24,S,2,pq_1,6
24,S,2,pq_2,4
24,S,2,hand,0.833
25,S,1,q1,2
25,S,1,q2,5
25,S,1,q3,0
25,S,1,q4,5
25,S,1,q4_loc,1
25,S,1,q5,2
25,S,1,q6,4
25,S,1,q7,5
25,S,1,q8,1
25,S,1,q9,3
25,S,1,pq_1,2
25,S,1,pq_2,1
25,S,1,hand,0.083
25,A,2,q1,1
25,A,2,q2,6
25,A,2,q3,1
25,A,2,q4,6
25,A,2,q4_loc,1
25,A,2,q5,2
25,A,2,q6,2
25,A,2,q7,6
25,A,2,q8,2
25,A,2,q9,6
25,A,2,pq_1,2
25,A,2,pq_2,1
25,A,2,hand,0.083
26,A,1,q1,4
26,A,1,q2,3
26,A,1,q3,1
26,A,1,q4,3
26,A,1,q4_loc,2
26,A,1,q5,5
26,A,1,q6,0
26,A,1,q7,1
26,A,1,q8,4
26,A,1,q9,3
26,A,1,pq_1,1
26,A,1,pq_2,1
26,A,1,hand,0.416
26,S,2,q1,5
26,S,2,q2,1
26,S,2,q3,0
26,S,2,q4,1
26,S,2,q4_loc,3
26,S,2,q5,2
26,S,2,q6,2
26,S,2,q7,1
26,S,2,q8,4
26,S,2,q9,2
26,S,2,pq_1,1
26,S,2,pq_2,1
26,S,2,hand,0.416
27,A,1,q1,0
27,A,1,q2,3
27,A,1,q3,0
27,A,1,q4,0
27,A,1,q4_loc,0
27,A,1,q5,0
27,A,1,q6,1
27,A,1,q7,0
27,A,1,q8,6
27,A,1,q9,5
27,A,1,pq_1,4
27,A,1,pq_2,8
27,A,1,hand,0.167
27,S,2,q1,4
27,S,2,q2,0
27,S,2,q3,0
27,S,2,q4,0
27,S,2,q4_loc,0
27,S,2,q5,0
27,S,2,q6,0
27,S,2,q7,0
27,S,2,q8,5
27,S,2,q9,2
27,S,2,pq_1,4
27,S,2,pq_2,8
27,S,2,hand,0.167
28,S,1,q1,2
28,S,1,q2,0
28,S,1,q3,0
28,S,1,q4,0
28,S,1,q4_loc,0
28,S,1,q5,5
28,S,1,q6,1
28,S,1,q7,0
28,S,1,q8,5
28,S,1,q9,0
28,S,1,pq_1,6
28,S,1,pq_2,6
28,S,1,hand,0.25
28,A,2,q1,0
28,A,2,q2,1
28,A,2,q3,0
28,A,2,q4,0
28,A,2,q4_loc,0
28,A,2,q5,1
28,A,2,q6,0
28,A,2,q7,0
28,A,2,q8,2
28,A,2,q9,1
28,A,2,pq_1,6
28,A,2,pq_2,6
28,A,2,hand,0.25
29,S,1,q1,0
29,S,1,q2,0
29,S,1,q3,0
29,S,1,q4,2
29,S,1,q4_loc,4
29,S,1,q5,5
29,S,1,q6,0
29,S,1,q7,1
29,S,1,q8,3
29,S,1,q9,0
29,S,1,pq_1,3
29,S,1,pq_2,6
29,S,1,hand,0.75
29,A,2,q1,1
29,A,2,q2,1
29,A,2,q3,0
29,A,2,q4,3
29,A,2,q4_loc,4
29,A,2,q5,3
29,A,2,q6,0
29,A,2,q7,1
29,A,2,q8,0
29,A,2,q9,2
29,A,2,pq_1,3
29,A,2,pq_2,6
29,A,2,hand,0.75
30,S,1,q1,1
30,S,1,q2,6
30,S,1,q3,0
30,S,1,q4,3
30,S,1,q4_loc,2
30,S,1,q5,5
30,S,1,q6,0
30,S,1,q7,0
30,S,1,q8,0
30,S,1,q9,0
30,S,1,pq_1,1
30,S,1,pq_2,2
30,S,1,hand,0.667
30,A,2,q1,0
30,A,2,q2,4
30,A,2,q3,0
30,A,2,q4,2
30,A,2,q4_loc,4
30,A,2,q5,0
30,A,2,q6,0
30,A,2,q7,0
30,A,2,q8,0
30,A,2,q9,0
30,A,2,pq_1,1
30,A,2,pq_2,2
30,A,2,hand,0.667
31,S,1,q1,0
31,S,1,q2,5
31,S,1,q3,2
31,S,1,q4,5
31,S,1,q4_loc,3
31,S,1,q5,4
31,S,1,q6,0
31,S,1,q7,6
31,S,1,q8,0
31,S,1,q9,0
31,S,1,pq_1,1
31,S,1,pq_2,1
31,S,1,hand,0.667
31,A,2,q1,0
31,A,2,q2,4
31,A,2,q3,0
31,A,2,q4,0
31,A,2,q4_loc,0
31,A,2,q5,5
31,A,2,q6,0
31,A,2,q7,0
31,A,2,q8,3
31,A,2,q9,0
31,A,2,pq_1,1
31,A,2,pq_2,1
31,A,2,hand,0.667
32,A,1,q1,0
32,A,1,q2,6
32,A,1,q3,0
32,A,1,q4,5
32,A,1,q4_loc,2
32,A,1,q5,3
32,A,1,q6,0
32,A,1,q7,5
32,A,1,q8,1
32,A,1,q9,5
32,A,1,pq_1,4
32,A,1,pq_2,7
32,A,1,hand,0.917
32,S,2,q1,3
32,S,2,q2,6
32,S,2,q3,0
32,S,2,q4,5
32,S,2,q4_loc,2
32,S,2,q5,4
32,S,2,q6,0
32,S,2,q7,6
32,S,2,q8,1
32,S,2,q9,4
32,S,2,pq_1,4
32,S,2,pq_2,7
32,S,2,hand,0.917
